salario;sexo;estadocivil;edad;tiempoempleo;vivienda;tiemporesidencia;telefono;trabajo;historialcredito;diasatraso;proposito;montodecredito;plazo;cuentaahorro;otraspropiedades;fiador;creditosexistentes;personastrabajan;resultado
0;Femenino;divorciada/separada;32;<1;Alquilada;3;Si;Empleado;creditos existentes;0;Aumento capital;7127;24;<1;Terreno-Construccion;ninguno;2;1;Malo
1;Masculino;Soltero;43;>=7;Propio;3;Si;Empleado;creditos pagados;0;Reparaciones;1203;6;1<=X<5;Terreno-Construccion;ninguno;1;1;Bueno
0;Masculino;Soltero;36;>=7;Alquilada;3;No;Empleado;creditos existentes;0;Electrodomestico;700;6;No;Ninguno;ninguno;2;1;Bueno
0;Masculino;Soltero;44;>=7;Alquilada;4;No;Empleado;creditos existentes;0;Reparaciones;5507;24;<1;Ninguno;ninguno;2;1;Bueno
1;Femenino;divorciada/separada;34;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;3190;18;<1;Casa;ninguno;1;1;Malo
1;Masculino;Soltero;53;1<=X<4;Alquilada;4;No;Empleado;sin creditos;0;Aumento capital;7119;30;<1;Ninguno;ninguno;2;2;Malo
0;Femenino;divorciada/separada;38;4<=X<7;Propio;2;No;Empleado;creditos pagados;0;Aumento capital;3488;24;1<=X<5;Automovil;ninguno;1;1;Bueno
2;Femenino;divorciada/separada;26;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;1113;12;<1;Casa;garante;1;2;Bueno
2;Masculino;Soltero;30;<1;Propio;3;No;Empleado;creditos pagados;0;Automovil;7966;30;<1;Automovil;ninguno;2;1;Bueno
0;Femenino;divorciada/separada;41;1<=X<4;Propio;3;No;Empleado;creditos existentes;0;Educacion;1532;15;1<=X<5;Automovil;ninguno;1;1;Bueno
0;Masculino;Soltero;42;4<=X<7;Propio;1;No;Obrero/Agricultor;creditos existentes;0;Electrodomestico;1503;10;<1;Casa;ninguno;2;2;Bueno
1;Masculino;divorciado/separado;31;1<=X<4;Alquilada;2;No;Empleado;creditos pagados;0;Electrodomestico;2302;18;<1;Automovil;ninguno;1;1;Malo
1;Masculino;Soltero;41;<1;Propio;3;Si;Obrero/Agricultor;creditos pagados;0;Educacion;662;6;<1;Casa;ninguno;1;2;Bueno
2;Masculino;Soltero;32;4<=X<7;Propio;1;No;Empleado;creditos pagados;0;Educacion;2273;18;<1;Automovil;ninguno;2;2;Bueno
2;Femenino;divorciada/separada;35;1<=X<4;Alquilada;3;Si;Empleado;creditos pagados;0;Reparaciones;2631;18;1<=X<5;Automovil;ninguno;2;1;Malo
0;Masculino;Casado;41;1<=X<4;Alquilada;4;No;Empleado;creditos pagados con retraso;1;Reparaciones;1503;12;<1;Maquinaria;ninguno;1;1;Bueno
0;Masculino;Casado;26;4<=X<7;Propio;2;Si;Empleado;creditos pagados;0;Electrodomestico;1311;16;1<=X<5;Terreno-Construccion;ninguno;1;1;Bueno
0;Masculino;Soltero;25;<1;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;3105;24;No;Automovil;ninguno;2;1;Bueno
3;Masculino;divorciado/separado;33;<1;Alquilada;1;No;Empleado;creditos existentes;0;Educacion;2319;18;<1;Automovil;ninguno;1;1;Malo
1;Femenino;divorciada/separada;63;Desempleado;Propio;3;Si;Profesional/calificado;creditos pagados;0;Educacion;1374;10;No;Terreno-Construccion;ninguno;1;1;Bueno
2;Femenino;divorciada/separada;37;>=7;Propio;2;Si;Empleado;creditos existentes;0;Aumento capital;3612;18;<1;Terreno-Construccion;ninguno;1;1;Bueno
1;Masculino;Soltero;42;>=7;Alquilada;4;No;Profesional/calificado;creditos pagados;0;Automovil;7763;36;<1;Ninguno;ninguno;1;1;Malo
3;Femenino;divorciada/separada;45;<1;Propio;1;No;Empleado;creditos pagados;0;Aumento capital;3049;18;<1;Terreno-Construccion;ninguno;1;1;Bueno
2;Masculino;Casado;33;<1;Alquilada;1;No;Empleado;creditos pagados;0;Electrodomestico;1534;12;<1;Maquinaria;ninguno;1;1;Malo
0;Masculino;Casado;60;>=7;Alquilada;4;Si;Empleado;creditos pagados con retraso;1;Reparaciones;2032;18;<1;Ninguno;ninguno;2;1;Bueno
1;Masculino;Soltero;31;>=7;Propio;2;No;Empleado;creditos pagados;0;Aumento capital;6350;24;No;Terreno-Construccion;ninguno;1;1;Malo
3;Masculino;Soltero;34;1<=X<4;Propio;1;No;Obrero/Agricultor;creditos pagados;0;Aumento capital;2864;18;<1;Casa;ninguno;1;2;Malo
0;Masculino;Soltero;44;>=7;Propio;4;No;Obrero/Agricultor;creditos existentes;0;Electrodomestico;1255;12;<1;Casa;ninguno;2;1;Bueno
1;Masculino;Soltero;43;Desempleado;Alquilada;2;No;Empleado;creditos pagados con retraso;1;Educacion;1333;12;<1;Maquinaria;ninguno;2;2;Malo
0;Femenino;divorciada/separada;37;1<=X<4;Propio;3;Si;Empleado;creditos existentes;0;Reparaciones;2022;18;<1;Automovil;ninguno;1;1;Bueno
0;Masculino;Soltero;32;4<=X<7;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;1552;12;<1;Automovil;ninguno;1;2;Bueno
1;Femenino;divorciada/separada;28;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;626;6;<1;Casa;ninguno;1;1;Malo
0;Masculino;Soltero;35;4<=X<7;Alquilada;1;Si;Empleado;creditos existentes;0;Automovil;8858;36;No;Ninguno;ninguno;2;1;Bueno
0;Femenino;divorciada/separada;33;4<=X<7;Propio;3;No;Empleado;creditos existentes;0;Reparaciones;996;10;No;Casa;ninguno;2;1;Bueno
0;Masculino;Soltero;45;>=7;Propio;4;No;Obrero/Agricultor;creditos pagados;0;Electrodomestico;1750;12;5<=X<10;Terreno-Construccion;ninguno;1;2;Bueno
1;Masculino;Casado;34;4<=X<7;Propio;1;Si;Empleado;creditos pagados;0;Electrodomestico;6999;24;<1;Casa;garante;2;1;Malo
2;Masculino;Soltero;27;<1;Propio;1;No;Empleado;creditos existentes;0;Educacion;1995;12;1<=X<5;Automovil;ninguno;1;1;Bueno
2;Femenino;divorciada/separada;67;4<=X<7;Propio;4;Si;Profesional/calificado;creditos pagados;0;Educacion;1199;9;<1;Terreno-Construccion;ninguno;2;1;Bueno
2;Masculino;Soltero;27;<1;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;1331;12;<1;Automovil;ninguno;1;1;Malo
2;Femenino;divorciada/separada;36;<1;Propio;3;No;Empleado;sin creditos;0;Reparaciones;2278;18;1<=X<5;Automovil;ninguno;2;1;Malo
0;Femenino;divorciada/separada;32;1<=X<4;Propio;3;Si;Empleado;sin creditos;0;Automovil;5003;24;No;Terreno-Construccion;ninguno;2;1;Malo
1;Masculino;Soltero;27;4<=X<7;Propio;2;No;Empleado;creditos pagados;0;Aumento capital;3552;24;<1;Automovil;ninguno;1;1;Malo
2;Masculino;Soltero;31;<1;Propio;2;No;Obrero/Agricultor;creditos existentes;0;Aumento capital;1928;18;<1;Casa;ninguno;2;1;Malo
1;Masculino;Soltero;49;>=7;Alquilada;4;Si;Empleado;creditos pagados;0;Educacion;2964;24;No;Ninguno;ninguno;1;2;Bueno
1;Masculino;Soltero;24;4<=X<7;Alquilada;2;No;Obrero/Agricultor;creditos pagados;0;Electrodomestico;1546;18;<1;Automovil;garante;1;1;Malo
3;Femenino;divorciada/separada;29;<1;Propio;1;No;Empleado;creditos pagados con retraso;1;Electrodomestico;683;6;<1;Terreno-Construccion;ninguno;1;1;Bueno
2;Masculino;Soltero;37;1<=X<4;Alquilada;2;Si;Empleado;creditos pagados;0;Automovil;12389;36;No;Ninguno;ninguno;1;1;Malo
2;Masculino;Soltero;37;1<=X<4;Propio;2;Si;Profesional/calificado;creditos pagados con retraso;1;Aumento capital;4712;24;No;Terreno-Construccion;ninguno;2;1;Bueno
2;Femenino;divorciada/separada;32;4<=X<7;Alquilada;2;Si;Empleado;creditos pagados con retraso;1;Electrodomestico;1553;12;1<=X<5;Terreno-Construccion;ninguno;2;1;Bueno
1;Masculino;divorciado/separado;36;4<=X<7;Propio;3;No;Empleado;creditos pagados;0;Educacion;1372;12;<1;Automovil;ninguno;1;1;Malo
0;Masculino;Soltero;37;>=7;Propio;2;No;Empleado;creditos existentes;0;Electrodomestico;2578;18;>=10;Automovil;ninguno;1;1;Bueno
2;Masculino;Soltero;41;4<=X<7;Propio;1;Si;Empleado;creditos pagados;0;Electrodomestico;3979;18;No;Automovil;ninguno;2;2;Bueno
1;Femenino;divorciada/separada;31;1<=X<4;Propio;2;Si;Empleado;creditos pagados;0;Electrodomestico;6758;24;<1;Automovil;ninguno;1;1;Malo
1;Femenino;divorciada/separada;33;<1;Alquilada;3;Si;Empleado;creditos pagados;0;Aumento capital;3234;18;<1;Maquinaria;ninguno;1;1;Malo
0;Masculino;Soltero;38;4<=X<7;Propio;2;No;Empleado;creditos existentes;0;Electrodomestico;5954;24;<1;Automovil;co-solicitante;1;1;Bueno
0;Femenino;divorciada/separada;26;Desempleado;Alquilada;2;Si;Profesional/calificado;creditos pagados;0;Aumento capital;5433;24;No;Terreno-Construccion;ninguno;1;1;Bueno
1;Femenino;divorciada/separada;32;1<=X<4;Propio;3;No;Empleado;creditos pagados;0;Aumento capital;806;6;<1;Terreno-Construccion;ninguno;1;1;Bueno
2;Masculino;Soltero;27;>=7;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Electrodomestico;1082;9;<1;Automovil;ninguno;2;1;Bueno
0;Femenino;divorciada/separada;34;4<=X<7;Propio;3;No;Empleado;creditos existentes;0;Aumento capital;2788;15;<1;Automovil;co-solicitante;2;1;Bueno
2;Femenino;divorciada/separada;27;4<=X<7;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;2930;12;<1;Casa;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;33;1<=X<4;Propio;2;Si;Empleado;creditos existentes;0;Educacion;1927;12;No;Automovil;ninguno;2;1;Bueno
2;Masculino;divorciado/separado;27;<1;Propio;2;No;Empleado;creditos existentes;0;Reparaciones;2820;24;<1;Automovil;ninguno;2;1;Malo
0;Masculino;Casado;27;<1;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Educacion;937;10;<1;Automovil;ninguno;2;1;Bueno
2;Masculino;Soltero;30;>=7;Propio;3;No;Empleado;creditos existentes;0;Reparaciones;1056;12;<1;Casa;garante;2;1;Malo
2;Masculino;Soltero;49;<1;Propio;3;No;Obrero/Agricultor;creditos existentes;0;Reparaciones;3124;12;<1;Casa;ninguno;2;2;Bueno
0;Femenino;divorciada/separada;26;1<=X<4;Alquilada;2;No;Empleado;creditos pagados;0;Aumento capital;1388;9;<1;Maquinaria;ninguno;1;1;Bueno
2;Masculino;Soltero;33;<1;Alquilada;1;No;Obrero/Agricultor;creditos pagados;0;Reparaciones;2384;18;<1;Ninguno;ninguno;1;1;Malo
0;Femenino;divorciada/separada;52;>=7;Alquilada;4;Si;Profesional/calificado;creditos pagados;0;Aumento capital;2133;12;No;Ninguno;ninguno;1;1;Bueno
1;Femenino;divorciada/separada;30;1<=X<4;Alquilada;3;No;Empleado;creditos pagados;0;Aumento capital;2039;18;<1;Maquinaria;ninguno;1;1;Malo
1;Masculino;Soltero;36;1<=X<4;Alquilada;2;No;Empleado;creditos existentes;0;Reparaciones;2799;9;<1;Maquinaria;ninguno;2;2;Bueno
1;Masculino;Soltero;21;1<=X<4;Propio;1;No;Obrero/Agricultor;creditos pagados;0;Aumento capital;1289;12;<1;Terreno-Construccion;garante;1;1;Bueno
1;Masculino;Casado;47;1<=X<4;Propio;3;Si;Obrero/Agricultor;creditos pagados;0;Electrodomestico;1217;18;<1;Casa;ninguno;1;1;Malo
1;Masculino;Casado;60;>=7;Propio;3;No;Empleado;creditos existentes;0;Aumento capital;2246;12;<1;Terreno-Construccion;ninguno;2;1;Malo
1;Femenino;divorciada/separada;58;4<=X<7;Propio;3;Si;Empleado;creditos existentes;0;Electrodomestico;600;12;<1;Casa;ninguno;4;1;Bueno
2;Femenino;divorciada/separada;42;1<=X<4;Alquilada;4;Si;Empleado;creditos pagados con retraso;1;Electrodomestico;1965;18;No;Automovil;ninguno;2;1;Bueno
0;Femenino;divorciada/separada;38;>=7;Propio;3;No;Empleado;creditos pagados;0;Aumento capital;1572;18;>=10;Casa;ninguno;1;1;Bueno
2;Femenino;divorciada/separada;30;1<=X<4;Alquilada;3;Si;Empleado;creditos pagados;0;Reparaciones;2718;18;<1;Terreno-Construccion;ninguno;1;1;Malo
1;Masculino;Soltero;40;>=7;Propio;3;Si;Profesional/calificado;creditos pagados;0;Otros;1358;16;No;Automovil;ninguno;1;1;Malo
2;Femenino;divorciada/separada;37;<1;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;931;6;1<=X<5;Terreno-Construccion;ninguno;1;1;Malo
1;Femenino;divorciada/separada;32;4<=X<7;Alquilada;3;No;Empleado;creditos pagados;0;Electrodomestico;1442;14;<1;Automovil;ninguno;2;1;Malo
2;Masculino;Soltero;36;1<=X<4;Propio;3;Si;Obrero/Agricultor;sin creditos;0;Aumento capital;4241;24;<1;Casa;ninguno;3;1;Malo
0;Masculino;Soltero;31;4<=X<7;Propio;2;No;Empleado;creditos existentes;0;Reparaciones;2775;18;<1;Terreno-Construccion;ninguno;2;1;Malo
0;Masculino;Soltero;32;1<=X<4;Alquilada;2;No;Empleado;creditos pagados con retraso;1;Aumento capital;3863;24;<1;Ninguno;ninguno;1;1;Bueno
2;Femenino;divorciada/separada;45;<1;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;2329;18;<1;Casa;garante;1;1;Bueno
2;Femenino;divorciada/separada;30;1<=X<4;Propio;1;No;Empleado;creditos pagados;0;Aumento capital;918;9;<1;Terreno-Construccion;ninguno;1;1;Malo
2;Femenino;divorciada/separada;34;4<=X<7;Alquilada;3;No;Empleado;creditos pagados;0;Educacion;1837;12;<1;Ninguno;ninguno;1;1;Malo
0;Femenino;divorciada/separada;28;1<=X<4;Propio;2;Si;Profesional/calificado;creditos pagados;0;Aumento capital;3349;24;<1;Automovil;ninguno;1;1;Malo
3;Femenino;divorciada/separada;32;<1;Propio;2;No;Empleado;creditos pagados;0;Aumento capital;1275;10;<1;Terreno-Construccion;ninguno;1;1;Bueno
1;Masculino;Soltero;25;1<=X<4;Propio;2;Si;Empleado;creditos pagados;0;Aumento capital;2828;24;5<=X<10;Casa;ninguno;1;1;Bueno
0;Masculino;Casado;57;1<=X<4;Propio;2;Si;Profesional/calificado;creditos existentes;0;Aumento capital;4526;24;<1;Casa;ninguno;1;1;Bueno
2;Femenino;divorciada/separada;50;1<=X<4;Alquilada;4;No;Empleado;creditos pagados;0;Electrodomestico;2671;18;1<=X<5;Ninguno;co-solicitante;1;1;Malo
0;Masculino;Soltero;33;<1;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;2051;18;<1;Casa;ninguno;1;1;Bueno
0;Masculino;Soltero;45;>=7;Alquilada;4;No;Empleado;creditos pagados;0;Reparaciones;1300;15;No;Ninguno;ninguno;1;2;Bueno
1;Femenino;divorciada/separada;44;Desempleado;Propio;3;No;Empleado;creditos pagados;0;Electrodomestico;741;12;1<=X<5;Terreno-Construccion;ninguno;1;1;Malo
3;Femenino;divorciada/separada;48;>=7;Alquilada;4;No;Empleado;creditos pagados;0;Reparaciones;1240;10;1<=X<5;Ninguno;ninguno;1;2;Malo
1;Femenino;divorciada/separada;52;<1;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;3357;18;>=10;Automovil;ninguno;1;1;Bueno
1;Femenino;divorciada/separada;32;1<=X<4;Alquilada;2;No;Empleado;creditos pagados;0;Aumento capital;3632;24;<1;Automovil;garante;1;1;Bueno
0;Femenino;divorciada/separada;27;4<=X<7;Propio;1;No;Empleado;creditos pagados con retraso;1;Aumento capital;1808;18;<1;Casa;ninguno;1;1;Malo
2;Masculino;Soltero;48;1<=X<4;Propio;2;Si;Profesional/calificado;sin creditos;0;Aumento capital;12204;36;No;Automovil;ninguno;1;1;Bueno
2;Masculino;Soltero;27;1<=X<4;Alquilada;2;No;Profesional/calificado;creditos pagados con retraso;2;Electrodomestico;9157;48;No;Ninguno;ninguno;1;1;Bueno
1;Masculino;Soltero;37;1<=X<4;Alquilada;3;No;Empleado;creditos existentes;0;Educacion;3676;24;<1;Maquinaria;ninguno;3;2;Bueno
2;Femenino;divorciada/separada;31;1<=X<4;Alquilada;2;No;Empleado;creditos pagados;0;Aumento capital;3441;24;1<=X<5;Automovil;co-solicitante;1;1;Malo
0;Masculino;divorciado/separado;49;1<=X<4;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Electrodomestico;640;6;<1;Casa;ninguno;1;1;Bueno
2;Masculino;Soltero;27;4<=X<7;Propio;2;No;Empleado;creditos existentes;0;Aumento capital;3652;24;<1;Terreno-Construccion;ninguno;2;1;Bueno
0;Masculino;Soltero;32;1<=X<4;Propio;2;No;Empleado;creditos existentes;0;Reparaciones;1530;18;<1;Terreno-Construccion;ninguno;2;1;Malo
0;Masculino;divorciado/separado;38;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Aumento capital;3914;24;No;Casa;ninguno;1;1;Malo
1;Femenino;divorciada/separada;32;<1;Alquilada;1;No;Empleado;creditos pagados;0;Aumento capital;1858;18;<1;Automovil;ninguno;1;1;Bueno
1;Masculino;Casado;65;1<=X<4;Alquilada;4;No;Empleado;creditos pagados;0;Electrodomestico;2600;18;<1;Ninguno;ninguno;2;1;Malo
0;Masculino;Soltero;35;>=7;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;1979;15;No;Automovil;ninguno;1;1;Bueno
3;Masculino;Soltero;41;1<=X<4;Propio;2;Si;Empleado;creditos pagados;0;Aumento capital;2116;12;<1;Casa;ninguno;1;1;Bueno
2;Masculino;Soltero;32;4<=X<7;Propio;3;No;Empleado;creditos pagados;0;Educacion;1437;12;1<=X<5;Ninguno;ninguno;1;1;Malo
0;Masculino;Soltero;36;1<=X<4;Propio;3;Si;Empleado;creditos existentes;0;Aumento capital;4042;24;5<=X<10;Casa;ninguno;2;1;Bueno
0;Masculino;Casado;64;>=7;Propio;4;No;Obrero/Agricultor;creditos pagados;0;Educacion;3832;18;No;Casa;ninguno;1;1;Bueno
1;Femenino;divorciada/separada;28;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;3660;24;<1;Automovil;ninguno;1;1;Bueno
1;Masculino;Soltero;44;1<=X<4;Propio;3;No;Empleado;creditos pagados;0;Aumento capital;1553;18;<1;Automovil;ninguno;1;1;Malo
2;Masculino;Soltero;25;<1;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;1444;15;No;Terreno-Construccion;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;29;<1;Alquilada;2;No;Empleado;creditos pagados;0;Aumento capital;1980;9;<1;Automovil;co-solicitante;2;1;Malo
2;Femenino;divorciada/separada;25;<1;Propio;2;Si;Empleado;creditos pagados;0;Educacion;1355;12;<1;Automovil;ninguno;1;1;Malo
0;Masculino;Soltero;47;>=7;Propio;4;Si;Empleado;creditos pagados;0;Educacion;1393;12;<1;Terreno-Construccion;ninguno;3;2;Bueno
0;Femenino;divorciada/separada;38;4<=X<7;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;1376;18;5<=X<10;Automovil;ninguno;1;1;Bueno
0;Masculino;Soltero;31;4<=X<7;Propio;2;Si;Empleado;creditos pagados con retraso;3;Electrodomestico;15653;48;<1;Automovil;ninguno;2;1;Bueno
0;Femenino;divorciada/separada;34;<1;Propio;3;No;Empleado;creditos pagados;0;Electrodomestico;1493;12;<1;Automovil;ninguno;1;2;Bueno
1;Masculino;Soltero;26;4<=X<7;Propio;2;Si;Empleado;creditos pagados con retraso;2;Electrodomestico;4370;24;<1;Terreno-Construccion;ninguno;2;2;Malo
1;Femenino;divorciada/separada;27;Desempleado;Propio;1;No;Empleado;creditos pagados;0;Educacion;750;10;<1;Casa;ninguno;1;1;Malo
2;Masculino;Soltero;38;>=7;Propio;3;No;Obrero/Agricultor;creditos pagados;0;Reparaciones;1308;12;<1;Automovil;ninguno;2;1;Bueno
0;Masculino;Soltero;40;1<=X<4;Propio;2;Si;Profesional/calificado;creditos pagados;0;Educacion;4623;18;1<=X<5;Terreno-Construccion;ninguno;1;1;Malo
0;Masculino;Casado;33;4<=X<7;Propio;2;Si;Empleado;creditos existentes;0;Electrodomestico;1851;18;<1;Automovil;garante;2;1;Bueno
1;Masculino;Casado;32;4<=X<7;Propio;1;Si;Profesional/calificado;creditos existentes;0;Electrodomestico;1880;18;<1;Terreno-Construccion;ninguno;2;1;Bueno
0;Masculino;Soltero;27;<1;Alquilada;2;Si;Empleado;creditos pagados con retraso;2;Aumento capital;7980;36;No;Automovil;ninguno;2;1;Malo
1;Masculino;divorciado/separado;32;1<=X<4;Propio;2;No;Empleado;sin creditos;0;Aumento capital;4583;30;<1;Casa;garante;2;1;Bueno
0;Femenino;divorciada/separada;36;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Reparaciones;1386;12;5<=X<10;Terreno-Construccion;ninguno;1;1;Malo
3;Masculino;Soltero;38;4<=X<7;Alquilada;3;No;Empleado;creditos pagados;0;Reparaciones;947;12;<1;Ninguno;ninguno;1;2;Malo
1;Masculino;Soltero;40;1<=X<4;Alquilada;4;No;Obrero/Agricultor;creditos pagados;0;Educacion;684;8;<1;Automovil;ninguno;1;2;Malo
1;Masculino;Soltero;50;4<=X<7;Alquilada;1;Si;Profesional/calificado;creditos pagados;0;Educacion;7476;48;<1;Ninguno;ninguno;1;1;Bueno
2;Masculino;Soltero;37;1<=X<4;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Aumento capital;1922;12;<1;Terreno-Construccion;ninguno;1;1;Malo
1;Masculino;Soltero;45;>=7;Propio;1;No;Empleado;creditos pagados;0;Educacion;2303;18;<1;Casa;co-solicitante;1;1;Malo
2;Masculino;Soltero;42;>=7;Propio;4;Si;Profesional/calificado;creditos pagados con retraso;3;Automovil;8086;36;1<=X<5;Automovil;ninguno;4;1;Malo
0;Masculino;Soltero;35;4<=X<7;Propio;3;Si;Empleado;creditos existentes;0;Educacion;2346;24;<1;Automovil;ninguno;2;1;Bueno
1;Masculino;Soltero;32;Desempleado;Alquilada;3;No;Empleado;creditos pagados;0;Educacion;3973;14;<1;Ninguno;ninguno;1;1;Bueno
2;Masculino;Soltero;41;>=7;Propio;4;No;Obrero/Agricultor;creditos pagados;0;Electrodomestico;888;12;<1;Automovil;ninguno;1;2;Malo
0;Masculino;Soltero;37;4<=X<7;Propio;3;Si;Empleado;creditos pagados;0;Aumento capital;10222;48;No;Automovil;ninguno;1;1;Bueno
2;Femenino;divorciada/separada;28;1<=X<4;Propio;1;No;Empleado;sin creditos;0;Aumento capital;4221;30;<1;Automovil;ninguno;2;1;Bueno
2;Masculino;Soltero;41;>=7;Propio;1;Si;Empleado;creditos existentes;0;Aumento capital;6361;18;<1;Ninguno;ninguno;1;1;Bueno
3;Masculino;Casado;29;1<=X<4;Alquilada;2;No;Empleado;creditos pagados;0;Electrodomestico;1297;12;<1;Maquinaria;ninguno;1;1;Bueno
1;Masculino;Casado;28;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Educacion;900;12;No;Automovil;ninguno;1;1;Malo
0;Masculino;Soltero;50;>=7;Propio;2;No;Empleado;creditos pagados;0;Aumento capital;2241;18;<1;Casa;ninguno;2;1;Bueno
2;Masculino;Soltero;35;Desempleado;Propio;1;Si;Profesional/calificado;creditos pagados con retraso;1;Aumento capital;1050;6;<1;Terreno-Construccion;ninguno;2;1;Bueno
3;Femenino;divorciada/separada;50;1<=X<4;Propio;4;No;Empleado;creditos existentes;0;Educacion;1047;6;<1;Terreno-Construccion;ninguno;1;1;Bueno
0;Masculino;Soltero;27;Desempleado;Propio;2;Si;Profesional/calificado;creditos existentes;0;Otros;6314;24;<1;Ninguno;co-solicitante;2;1;Bueno
2;Masculino;Soltero;41;1<=X<4;Propio;2;Si;Empleado;creditos pagados;0;Aumento capital;3496;24;>=10;Automovil;ninguno;1;2;Bueno
0;Femenino;divorciada/separada;27;1<=X<4;Propio;1;No;Empleado;creditos pagados;0;Aumento capital;3609;30;<1;Casa;ninguno;1;1;Bueno
1;Masculino;Soltero;43;>=7;Alquilada;4;Si;Empleado;creditos existentes;0;Aumento capital;4843;18;<1;Terreno-Construccion;co-solicitante;2;1;Malo
3;Masculino;Soltero;47;>=7;Propio;4;No;Empleado;creditos existentes;0;Electrodomestico;3017;24;<1;Terreno-Construccion;ninguno;1;1;Bueno
0;Masculino;Soltero;27;1<=X<4;Propio;2;Si;Obrero/Agricultor;creditos existentes;0;Aumento capital;4139;24;1<=X<5;Terreno-Construccion;ninguno;2;1;Bueno
0;Masculino;Soltero;31;4<=X<7;Propio;2;Si;Empleado;creditos pagados;0;Aumento capital;5742;36;1<=X<5;Automovil;ninguno;2;1;Bueno
0;Masculino;Soltero;42;>=7;Propio;4;Si;Profesional/calificado;creditos pagados;0;Automovil;10366;48;<1;Terreno-Construccion;ninguno;1;1;Bueno
0;Masculino;Casado;45;1<=X<4;Propio;2;No;Empleado;creditos existentes;0;Educacion;2080;12;5<=X<10;Automovil;ninguno;1;1;Bueno
0;Masculino;Soltero;41;<1;Propio;2;No;Obrero/Agricultor;creditos pagados con retraso;1;Aumento capital;2580;18;5<=X<10;Casa;ninguno;1;2;Malo
0;Femenino;divorciada/separada;31;4<=X<7;Alquilada;4;Si;Profesional/calificado;creditos existentes;0;Electrodomestico;4530;30;<1;Automovil;ninguno;1;1;Bueno
0;Masculino;Soltero;33;>=7;Propio;3;Si;Empleado;creditos existentes;0;Aumento capital;5150;24;<1;Automovil;ninguno;1;1;Bueno
2;Masculino;Casado;44;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;5595;24;1<=X<5;Automovil;ninguno;1;1;Malo
1;Masculino;Casado;54;>=7;Alquilada;4;No;Obrero/Agricultor;creditos pagados;0;Electrodomestico;2384;18;<1;Maquinaria;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;26;<1;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;1453;18;<1;Casa;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;56;<1;Propio;2;No;Empleado;creditos pagados;0;Educacion;1538;12;<1;Ninguno;ninguno;1;1;Bueno
0;Masculino;Soltero;37;1<=X<4;Alquilada;3;Si;Empleado;creditos pagados;0;Electrodomestico;2279;12;No;Ninguno;ninguno;1;1;Bueno
0;Masculino;Casado;33;1<=X<4;Propio;3;No;Empleado;creditos pagados con retraso;1;Electrodomestico;1478;15;<1;Casa;ninguno;2;1;Bueno
0;Masculino;Casado;47;<1;Alquilada;3;Si;Empleado;creditos existentes;0;Electrodomestico;5103;24;<1;Ninguno;ninguno;3;1;Bueno
2;Masculino;Soltero;31;4<=X<7;Propio;3;Si;Obrero/Agricultor;creditos pagados con retraso;2;Aumento capital;9857;36;1<=X<5;Terreno-Construccion;ninguno;2;2;Bueno
0;Masculino;Soltero;34;1<=X<4;Alquilada;3;Si;Empleado;creditos pagados;0;Automovil;6527;24;No;Ninguno;ninguno;1;2;Bueno
3;Masculino;Soltero;31;4<=X<7;Propio;2;Si;Empleado;creditos existentes;0;Electrodomestico;1347;10;No;Terreno-Construccion;ninguno;2;1;Bueno
2;Masculino;Soltero;30;>=7;Alquilada;3;No;Empleado;creditos pagados con retraso;1;Reparaciones;2862;24;1<=X<5;Ninguno;ninguno;1;1;Bueno
0;Masculino;Soltero;35;>=7;Propio;3;Si;Empleado;creditos pagados;0;Electrodomestico;2753;18;1<=X<5;Automovil;co-solicitante;1;1;Bueno
